Generation,AVG Time
1,1.1299540519714355
5,1.104752779006958
10,1.0737406015396118
15,1.3507457733154298
20,1.497551155090332
25,1.3124716520309447
30,1.5351909160614015
35,1.5711528539657593
40,1.6176555156707764
45,1.779468059539795
50,1.9973178386688233
55,1.9486368656158448
60,2.0402719497680666
65,2.0831744194030763
70,2.179961013793945
75,2.2948298692703246
80,2.3251868963241575
85,2.485249137878418
90,2.578689455986023
95,2.5621979236602783
100,2.6861703872680662
105,2.754077672958374
110,2.9962335586547852
115,2.9792566776275633
120,2.9270071744918824
125,3.2454885721206663
130,3.2572773694992065
135,3.1984060764312745
140,3.3395113945007324
145,3.4897985458374023
150,3.5123578786849974
155,3.6056259870529175
160,3.771322154998779
165,3.8402827262878416
170,3.8570331573486327
175,3.94765465259552
180,4.122460532188415
185,4.273190069198608
190,4.288466095924377
195,4.36988468170166
200,4.4302877426147464
205,4.662538337707519
210,4.6568155765533445
215,4.730629420280456
220,5.009662747383118
225,4.8986467838287355
230,4.990820956230164
235,5.090255928039551
240,5.272743034362793
245,5.1931720495224
250,5.313302540779114
255,5.443760943412781
260,5.690822124481201
265,5.6389395236969
270,5.698652887344361
275,5.771661353111267
280,5.876341605186463
285,5.985949397087097
290,6.038532614707947
295,6.19221065044403
300,6.273390197753907
305,6.436898612976075
310,6.641462349891663
315,6.757274079322815
320,6.743797683715821
325,6.717127203941345
330,6.904124140739441
335,6.8971781730651855
340,7.053801894187927
345,7.117007565498352
350,7.152125859260559
355,7.202521228790284
360,7.42187533378601
365,7.453960657119751
370,7.773918199539184
375,7.626435136795044
380,7.787031888961792
385,7.822917175292969
390,7.9293054103851315
395,8.101839685440064
400,8.136749958992004
405,8.184396839141845
410,8.386477255821228
415,8.263219571113586
420,8.615140056610107
425,8.497375917434692
430,8.539036774635315
435,8.621145391464234
440,8.946241354942321
445,8.895128393173218
450,9.000293302536011
455,9.208411026000977
460,9.157245326042176
465,9.296370553970338
470,9.499448943138123
475,9.353912377357483
480,9.482291674613952
485,9.780219888687133
490,9.741783237457275
495,9.958380818367004
500,9.960828018188476
505,10.007949829101562
510,10.057298278808593
515,10.250171566009522
520,10.41514847278595
525,10.523892045021057
530,10.421336555480957
535,10.602507376670838
540,10.579992413520813
545,10.795358324050904
550,10.843790793418885
555,11.01352219581604
560,11.286413049697876
565,11.138651537895203
570,11.226751899719238
575,11.54397554397583
580,11.622540950775146
585,11.487526774406433
590,11.594212222099305
595,11.777613830566406
600,11.854916453361511
605,11.949769806861877
610,12.072030997276306
615,12.145845508575439
620,12.200135087966919
625,12.150256657600403
630,12.408286261558533
635,12.404645586013794
640,12.682445669174195
645,12.79210023880005
650,12.866559934616088
655,12.944514966011047
660,13.208561420440674
665,13.090047669410705
670,13.127929329872131
675,13.286690926551818
680,13.422339868545532
685,13.394935154914856
690,13.584859776496888
695,13.66863031387329
700,13.645705628395081
705,13.796117067337036
710,13.930425477027892
715,13.92837688922882
720,14.16260039806366
725,14.22829818725586
730,14.283466958999634
735,14.341367435455322
740,14.401197123527528
745,14.636457943916321
750,14.64536099433899
755,14.683024692535401
760,14.871074604988099
765,15.080344867706298
770,15.14749448299408
775,15.130676889419556
780,15.166715598106384
785,15.577831482887268
790,15.441950869560241
795,15.632615637779235
800,15.706099724769592
805,15.843737626075745
810,15.86812870502472
815,15.873074340820313
820,16.159718179702757
825,16.115877079963685
830,16.253200149536134
835,16.304916620254517
840,16.438362812995912
845,16.694255185127258
850,16.535968613624572
855,16.710124969482422
860,16.946599340438844
865,16.953022480010986
870,16.9811963558197
875,17.13474361896515
880,17.155402541160583
885,17.450925636291505
890,17.316142416000368
895,17.270777320861818
900,17.604813742637635
905,17.75688946247101
910,17.87507383823395
915,17.85657320022583
920,17.893419718742372
925,18.277954006195067
930,18.428783345222474
935,18.257038235664368
940,18.375880074501037
945,18.417513418197633
950,18.648111081123353
955,18.64698736667633
960,18.815058493614195
965,18.88402066230774
970,19.052690935134887
975,19.14846565723419
980,19.27286915779114
985,19.17252254486084
990,19.592708706855774
995,19.51732647418976
1000,19.53570408821106
1005,19.897697734832764
1010,19.75536048412323
1015,19.79823741912842
1020,20.052697896957397
1025,20.044473433494566
1030,20.191293931007387
1035,20.509803199768065
1040,20.40072093009949
1045,20.58033769130707
1050,20.45249032974243
1055,20.555055141448975
1060,20.77807161808014
1065,20.800803208351134
1070,20.82290575504303
1075,21.11772925853729
1080,21.029475736618043
1085,21.343197178840636
1090,21.50744585990906
1095,21.64722361564636
1100,21.71809778213501
1105,21.586277174949647
1110,21.93248405456543
1115,21.83955874443054
1120,22.11758601665497
1125,21.93241605758667
1130,22.187000131607057
1135,22.312538719177248
1140,22.63397009372711
1145,22.516333484649657
1150,22.713481783866882
1155,22.51774001121521
1160,22.770725536346436
1165,22.972632312774657
1170,23.12526693344116
1175,22.83090043067932
1180,23.23601806163788
1185,23.30112295150757
1190,23.170218324661256
1195,23.586684370040892
1200,23.71385052204132
1205,23.53401126861572
1210,23.586583161354064
1215,23.95361578464508
1220,23.897619366645813
1225,24.02864055633545
1230,24.20018515586853
1235,24.51588671207428
1240,24.572777032852173
1245,24.58712582588196
1250,24.821825480461122
1255,24.808126592636107
1260,24.716838335990907
1265,24.835851764678956
1270,24.899137568473815
1275,25.503886127471922
1280,25.346787142753602
1285,25.092549276351928
1290,25.544038343429566
1295,25.226484370231628
1300,25.37296004295349
1305,25.928185892105102
1310,25.8505930185318
1315,26.019034266471863
1320,26.145210909843446
1325,26.51279745101929
1330,26.26252579689026
1335,26.47000892162323
1340,26.571504020690917
1345,26.424429082870482
1350,26.643614101409913
1355,26.758558440208436
1360,26.636112666130067
1365,26.780528783798218
1370,27.09476480484009
1375,27.20308463573456
1380,27.199903106689455
1385,27.44619221687317
1390,27.47863087654114
1395,27.601929235458375
1400,27.547598838806152
1405,27.99033577442169
1410,27.99859845638275
1415,27.884571504592895
1420,28.075374031066893
1425,28.168706822395325
1430,28.013483452796937
1435,28.263884925842284
1440,28.366308045387267
1445,28.82928638458252
1450,28.471988248825074
1455,28.71484532356262
1460,28.949775600433348
1465,29.362250518798827
1470,29.367899680137633
1475,29.447916769981383
1480,29.288643717765808
1485,29.472712421417235
1490,29.71426417827606
1495,29.740805864334106
1500,29.731456398963928
1505,29.945438504219055
1510,30.43242952823639
1515,30.31665380001068
1520,29.979405426979064
1525,30.26942355632782
1530,30.240454268455505
1535,30.444864225387573
1540,30.509592509269716
1545,30.810646319389342
1550,30.727790737152098
1555,30.859390473365785
1560,30.85381088256836
1565,31.207147550582885
1570,31.15209295749664
1575,31.56562786102295
1580,31.491925644874573
1585,31.481444931030275
1590,31.699220514297487
1595,31.690263414382933
1600,31.400598526000977
1605,31.90474648475647
1610,32.14829876422882
1615,32.36673419475555
1620,31.922645020484925
1625,32.439936900138854
1630,32.420258212089536
1635,32.39215168952942
1640,32.40944411754608
1645,32.61227922439575
1650,33.400902009010316
1655,32.86114499568939
1660,32.835643482208255
1665,33.26843116283417
1670,33.350327014923096
1675,33.83830242156982
1680,33.600107836723325
1685,33.62452132701874
1690,33.792940735816956
1695,33.8775749206543
1700,33.98288240432739
1705,33.83238596916199
1710,34.1640882730484
1715,33.90897889137268
1720,34.519273447990415
1725,34.198434472084045
1730,34.81722202301025
1735,34.68438487052917
1740,34.64956920146942
1745,35.23447482585907
1750,34.825957679748534
1755,35.20004119873047
1760,35.12516374588013
1765,35.170716524124146
1770,35.32571501731873
1775,35.58497791290283
1780,35.671037554740906
1785,35.74851570129395
1790,35.74195744991302
1795,36.07705144882202
1800,36.20057318210602
1805,36.05882396697998
1810,36.013834953308105
1815,36.12445194721222
1820,36.555116629600526
1825,36.619525575637816
1830,36.674265718460084
1835,36.73791794776916
1840,37.1464546918869
1845,36.995929908752444
1850,37.01822550296784
1855,37.01595575809479
1860,37.37096002101898
1865,37.24015882015228
1870,37.52742233276367
1875,37.431203722953796
1880,37.54089624881745
1885,37.602372884750366
1890,38.29095184803009
1895,38.14857823848725
1900,38.51228778362274
1905,37.94184350967407
1910,38.57430851459503
1915,37.99955949783325
1920,38.56646475791931
1925,38.64292397499084
1930,38.81821720600128
1935,39.24337265491486
1940,38.99417793750763
1945,39.07949924468994
1950,39.41717183589935
1955,38.86187815666199
1960,39.4346182346344
1965,39.39069542884827
1970,39.952220463752745
1975,39.76195800304413
1980,39.889505934715274
1985,39.87831380367279
1990,40.04283239841461
1995,40.41072473526001
2000,40.438073778152464
2005,40.22296457290649
2010,40.659325575828554
2015,40.36930453777313
2020,40.9543151140213
2025,40.8738534450531
2030,40.83203380107879
2035,40.985652112960814
2040,40.94064190387726
2045,41.01594607830047
2050,41.42903552055359
2055,41.40475206375122
2060,41.424733543395995
2065,41.59547934532166
2070,41.5058972120285
2075,41.788308072090146
2080,42.330688977241515
2085,42.089843010902406
2090,42.2480884552002
2095,42.20724227428436
2100,42.75397346019745
2105,42.53837811946869
2110,42.88553693294525
2115,42.5302907705307
2120,43.26366634368897
2125,42.90531985759735
2130,42.98042480945587
2135,43.01087374687195
2140,43.234033536911014
2145,43.01630969047547
2150,43.69554693698883
2155,43.81935880184174
2160,43.50441040992737
2165,43.90317509174347
2170,44.14681491851807
2175,44.180181884765624
2180,44.04787786006928
2185,44.62869894504547
2190,44.3892005443573
2195,44.74767928123474
2200,45.06202628612518
2205,44.911547255516055
2210,44.829539036750795
2215,44.82111060619354
2220,45.3623872756958
2225,45.23113741874695
2230,45.41313812732697
2235,45.460327887535094
2240,45.23812115192413
2245,46.15274896621704
2250,45.9676070690155
2255,45.56732738018036
2260,46.10336308479309
2265,46.01207518577576
2270,46.04325528144837
2275,46.50490951538086
2280,46.26629629135132
2285,46.45347354412079
2290,47.056887006759645
2295,46.40782403945923
2300,46.61198337078095
2305,46.915954279899594
2310,46.79858763217926
2315,47.27163951396942
2320,47.20969684123993
2325,47.463647389411925
2330,47.40436818599701
2335,47.52838389873504
2340,47.18360800743103
2345,47.69469182491302
2350,47.34301805496216
2355,47.92889230251312
2360,47.92526433467865
2365,48.21119089126587
2370,48.54129030704498
2375,48.20045115947723
2380,48.33370490074158
2385,47.822667598724365
2390,48.83256886005402
2395,49.07209584712982
2400,48.30692481994629
2405,48.75097370147705
2410,49.13203420639038
2415,49.620260286331174
2420,49.53930766582489
2425,49.32644469738007
2430,49.74072217941284
2435,50.07118320465088
2440,49.68276469707489
2445,49.85677716732025
2450,50.33934619426727
2455,50.35383410453797
2460,50.78049182891846
2465,50.30010187625885
2470,50.34680914878845
2475,50.41281907558441
2480,50.89914288520813
2485,51.13910837173462
2490,50.65849130153656
2495,50.892359900474545
2500,51.2134165763855
